indicator_basename,example_string,matched_files,count_files,rule_names,guids,has_rmm_guid
getjcid.exe,%programfiles(x86)%\FUJIFILM\DocumentMonitor\DocMon\GetJCID.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
glidex,%programfiles%\ASUS\GlideX,asr_lua_5.bin,1,Controlled folder access,,no
googleupdate.exe,%programfiles(x86)%\Google\Update\GoogleUpdate.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
gpupdate.exe,%windir%\system32\gpupdate.exe,asr_lua_19.bin,1,Block Process Creations originating from PSExec & WMI commands,3216b490-71ee-4a94-b228-13b1c1582e3b,no
gputweakiii,%programfiles(x86)%\ASUS\GPUTweakIII,asr_lua_5.bin,1,Controlled folder access,,no
grabforwindows,%programfiles%\Dell\GrabForWindows,asr_lua_5.bin,1,Controlled folder access,,no
grid,%programfiles(x86)%\ASUS\Grid,asr_lua_5.bin,1,Controlled folder access,,no
healthservice.exe,%programfiles%\Microsoft Monitoring Agent\Agent\HealthService.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
hosts,%programdata%\Lenovo\Udc\Hosts,asr_lua_5.bin,1,Controlled folder access,,no
hotkeyserviceuwp.exe,%windir%\system32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_*\HotKeyServiceUWP.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
hp,%programdata%\EasyRaidCheck\HP,asr_lua_5.bin,1,Controlled folder access,,no
hp bto software,%programdata%\HP\HP BTO Software,asr_lua_5.bin,1,Controlled folder access,,no
hp deskjet,%programfiles(x86)%\HP\HP DeskJet,asr_lua_5.bin,1,Controlled folder access,,no
hp display control service,%programfiles%\Portrait Displays\HP Display Control Service,asr_lua_5.bin,1,Controlled folder access,,no
hp enabling services,%programfiles%\HP\HP Enabling Services,asr_lua_5.bin,1,Controlled folder access,,no
hp envy,%programfiles(x86)%\HP\HP ENVY,asr_lua_5.bin,1,Controlled folder access,,no
hp health check,%programfiles(x86)%\Hewlett-Packard\HP Health Check,asr_lua_5.bin,1,Controlled folder access,,no
hp image assistant,%programfiles%\HP Image Assistant,asr_lua_5.bin,1,Controlled folder access,,no
hp ink tank wireless,%programfiles(x86)%\HP\HP Ink Tank Wireless,asr_lua_5.bin,1,Controlled folder access,,no
hp media network,%programfiles%\HP\HP Media Network,asr_lua_5.bin,1,Controlled folder access,,no
hp mik client,%programfiles(x86)%\HP\HP MIK Client,asr_lua_5.bin,1,Controlled folder access,,no
hp officejet,%programfiles(x86)%\HP\HP OfficeJet,asr_lua_5.bin,1,Controlled folder access,,no
hp one agent,%programfiles%\HP\HP One Agent,asr_lua_5.bin,1,Controlled folder access,,no
hp performance advisor,%programfiles(x86)%\HP\HP Performance Advisor,asr_lua_5.bin,1,Controlled folder access,,no
hp support framework,%programfiles(x86)%\Hewlett-Packard\HP Support Framework,asr_lua_5.bin,1,Controlled folder access,,no
hp support solutions,%programfiles(x86)%\Hewlett-Packard\HP Support Solutions,asr_lua_5.bin,1,Controlled folder access,,no
hp thinupdate,%programfiles%\HP\HP ThinUpdate,asr_lua_5.bin,1,Controlled folder access,,no
hp touchpoint analytics client,%programfiles(x86)%\HP\HP Touchpoint Analytics Client,asr_lua_5.bin,1,Controlled folder access,,no
hp touchpoint manager,%programfiles(x86)%\Hewlett-Packard\HP Touchpoint Manager,asr_lua_5.bin,1,Controlled folder access,,no
hphwdiag,%programfiles(x86)%\HP\HpHwDiag,asr_lua_5.bin,1,Controlled folder access,,no
hpia,%programfiles%\HP\HPIA,asr_lua_5.bin,1,Controlled folder access,,no
hpimageassistant,%programfiles(x86)%\HPImageAssistant,asr_lua_5.bin,1,Controlled folder access,,no
hpljut,%programfiles(x86)%\HP\HPLJUT,asr_lua_5.bin,1,Controlled folder access,,no
hpssacli,%programfiles%\HP\hpssacli,asr_lua_5.bin,1,Controlled folder access,,no
huntressagent.exe,%programfiles%\Huntress\HuntressAgent.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
ibsaservice.exe,%programfiles%\Phantom\IBSA\ibsaService.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
icacarddialogs.exe,%programfiles%\I.CA SecureStore\IcaCardDialogs\ICACardDialogs.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
idafserverhostservice.exe,%programfiles(x86)%\CheckPoint\Endpoint Security\Endpoint Common\bin\IDAFServerHostService.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
idiaglite,%programfiles%\Dell\iDiagLite,asr_lua_5.bin,1,Controlled folder access,,no
ie4uinit.exe,%windir%\system32\ie4uinit.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
ieunatt.exe,%windir%\syswow64\ieunatt.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
image assistant,%programfiles%\HP\Image Assistant,asr_lua_5.bin,1,Controlled folder access,,no
imcontroller,%programdata%\Lenovo\ImController,asr_lua_5.bin,1,Controlled folder access,,no
imecfmui.exe,%windir%\syswow64\ime\shared\imecfmui.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
imepadsv.exe,%windir%\syswow64\ime\shared\imepadsv.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
imjpdct.exe,%windir%\syswow64\ime\imejp\imjpdct.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
ines.userservice.exe,%programfiles(x86)%\Office Timeline\Current\Ines.UserService.Exe,asr_lua_20.bin,1,Block Office applications from injecting code into other processes,,no
infocagefileshell,%programfiles(x86)%\NEC\InfoCageFileShell,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
infoclient.exe,%programfiles(x86)%\Cordaware\Infoband\Infoclient.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
injectlibrary.exe,%programfiles%\Equitrac\Office\Common\InjectLibrary.exe,asr_lua_24.bin,1,Block Office communication application from creating child processes,,no
install_helper_tool.exe,%programfiles%\Autodesk\AdODIS\V1\Setup\install_helper_tool.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
intelbroadbandmanagersvc.exe,%windir%\system32\IntelBroadbandManagerSvc.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
ir_agent.exe,%programfiles%\Rapid7\Insight Agent\components\insight_agent\*\ir_agent.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
ismccfhook86.exe,%programfiles%\Quality\ISMC\ISMCClient\ISMCCFHook86.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
jato.v5.ui.tutorial.exe,%programfiles%\JATO\V5\JATO.V5.UI.Tutorial.exe,asr_lua_23.bin,1,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
java.exe,%programfiles%\Ricoh\Streamline NX\PC Client\jre\bin\java.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
jedox.browsersubprocess.exe,%programfiles%\Jedox\Jedox Suite\xladdin\Jedox.BrowserSubprocess.exe,asr_lua_23.bin,1,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
justpdf5creator.exe,%programfiles(x86)%\JustSystems\JustPdf5\Creator\JustPdf5Creator.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
knowbe4.secondchance.userdialog.exe,%programfiles(x86)%\KnowBe4\Second Chance\knowbe4.secondchance.userdialog.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
laserfiche.officemonitor.exe,%programfiles%\Laserfiche\Client\LFOffice64\Laserfiche.OfficeMonitor.exe,asr_lua_24.bin,1,Block Office communication application from creating child processes,,no
lcd-cs.exe,%programfiles%\Acer DT\LCD-CS.exe,asr_lua_5.bin,1,Controlled folder access,,no
leappstore,%programfiles(x86)%\Lenovo\LeAppStore,asr_lua_5.bin,1,Controlled folder access,,no
legionzone,%programfiles(x86)%\Lenovo\LegionZone,asr_lua_5.bin,1,Controlled folder access,,no
lenovo,%systemroot%\System32\drivers\Lenovo,asr_lua_5.bin,1,Controlled folder access,,no
lenovo diagnostics evolution,%programfiles%\Lenovo\Lenovo Diagnostics Evolution,asr_lua_5.bin,1,Controlled folder access,,no
lenovo diagnostics tool,%programfiles%\Lenovo\Lenovo Diagnostics Tool,asr_lua_5.bin,1,Controlled folder access,,no
lenovo home,%programfiles(x86)%\Lenovo\Lenovo Home,asr_lua_5.bin,1,Controlled folder access,,no
lenovo solution center,%programfiles%\Lenovo\Lenovo Solution Center,asr_lua_5.bin,1,Controlled folder access,,no
lenovodiagnosticscli.exe,%programfiles(x86)%\Lenovo\ldiagx64\LenovoDiagnosticsCLI.exe,asr_lua_5.bin,1,Controlled folder access,,no
lenovovantage-(lenovoboostsystemaddin).exe,%programfiles(x86)%\Lenovo\VantageService\*\LenovoVantage-(LenovoBoostSystemAddin).exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
liveupdatehub.exe,%programfiles(x86)%\empower\charts\LiveUpdateHub.exe,asr_lua_20.bin,1,Block Office applications from injecting code into other processes,,no
llm-server.exe,%programfiles%\ASUS\llm-server\llm-server.exe,asr_lua_5.bin,1,Controlled folder access,,no
lmhost.exe,%programfiles%\HEAT Software\EMSSAgent\*\lmhost.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
localservicelauncher.exe,%programfiles%\MacroView\DMF\LocalServiceLauncher.exe,asr_lua_24.bin,1,Block Office communication application from creating child processes,,no
logisynchandler.exe,%programfiles(x86)%\Logitech\LogiSync\sync-agent\LogiSyncHandler.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
logonui.exe,%windir%\system32\LogonUI.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
lpksetup.exe,%windir%\system32\lpksetup.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
lsass.exe,%windir%\system32\lsass.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
lsiagent.exe,%programfiles(x86)%\SysTrack\LsiAgent\LsiAgent.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
lsimods64.exe,%programfiles(x86)%\SysTrack\LsiAgent\LsiMods64.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
lsisupervisor.exe,%programfiles(x86)%\SysTrack\LsiAgent\LsiSupervisor\*\LsiSupervisor.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
lspcmr.exe,%programfiles(x86)%\MOTEX\LanScope Cat MR\Lspcmr.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
ltsvc.exe,%windir%\LTSvc\LTSVC.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
maxsize=[0]+(((g|m)b)|%),"vssadmin(\.exe)?[\s\""]+resize\s+shadowstorage\s+.+?/maxsize=[0]+(((g|m)b)|%)",asr_lua_18.bin,1,Use advanced protection against ransomware,,no
mbr2gpt.exe,%windir%\system32\MBR2GPT.EXE,asr_lua_5.bin,1,Controlled folder access,,no
mdatpclientanalyzer.exe,%systemdrive%\*\Tools\MDATPClientAnalyzer.exe,asr_lua_19.bin,1,Block Process Creations originating from PSExec & WMI commands,3216b490-71ee-4a94-b228-13b1c1582e3b,no
mdeclientanalyzer.exe,%systemdrive%\MDE\Tools\MDEClientAnalyzer.exe,asr_lua_19.bin,1,Block Process Creations originating from PSExec & WMI commands,3216b490-71ee-4a94-b228-13b1c1582e3b,no
meagenthelper.exe,%programfiles(x86)%\Site24x7\WinAgent\monitoring\bin\MEAgentHelper.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
media,%programfiles(x86)%\Hewlett-Packard\Media,asr_lua_5.bin,1,Controlled folder access,,no
metrics_tool.exe,%programfiles%\Nitro\PDF Pro\*\metrics_tool.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
mgssecsvc.exe,%programfiles(x86)%\ManageSoft\Security Agent\mgssecsvc.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
microsoft office,%programfiles%\microsoft office,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
microsoft security client,%programfiles%\microsoft security client,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
microsoft shared debug,%programfiles%\Common Files\Microsoft Shared Debug,asr_lua_23.bin,1,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
microsoft.flow.rpa.*.exe,%programfiles(x86)%\Power Automate Desktop\Microsoft.Flow.RPA.*.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
microsoft.flow.rpa.launcherservice.exe,%programfiles(x86)%\Power Automate Desktop\Microsoft.Flow.RPA.LauncherService.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
microsoft.identity.aadconnect.health.aadsync.host.exe,%programfiles%\Microsoft Azure AD Connect Health Sync Agent\Insights\Microsoft.Identity.AadConnect.Health.AadSync.Host.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
microsoft.management.services.cloudmanageddesktop.agent.exe,%programfiles%\Microsoft Cloud Managed Desktop Extension\CMDExtension\Microsoft.Management.Services.CloudManagedDesktop.Agent.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
microsoft.management.services.intunewindowsagent.exe,%programfiles(x86)%\Microsoft Intune Management Extension\Microsoft.Management.Services.IntuneWindowsAgent.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
microsoft.tri.sensor.updater.exe,%programfiles%\Azure Advanced Threat Protection Sensor\*\Microsoft.Tri.Sensor.Updater.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
microsoftdependencyagent.exe,%programfiles%\Microsoft Dependency Agent\bin\MicrosoftDependencyAgent.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
microsoftedgeupdate.exe,%programfiles(x86)%\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
minionhost.exe,%programfiles%\Cybereason ActiveProbe\minionhost.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
mofcomp.exe,%windir%\system32\wbem\mofcomp.exe,asr_lua_19.bin,1,Block Process Creations originating from PSExec & WMI commands,3216b490-71ee-4a94-b228-13b1c1582e3b,no
momperfsnapshothelper.exe,%programfiles%\Microsoft Monitoring Agent\Agent\MOMPerfSnapshotHelper.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
monagentcore.exe,%programfiles%\Microsoft RDInfra\RDMonitoringAgent_*\Agent\MonAgentCore.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
monitoringhost.exe,%programfiles%\Microsoft Monitoring Agent\Agent\MonitoringHost.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
mousocoreworker.exe,%windir%\system32\MoUsoCoreWorker.exe,asr_lua_5.bin,1,Controlled folder access,,no
mprecovertaskbar.exe,%windir%\MpRecoverTaskbar.exe,asr_lua_5.bin,1,Controlled folder access,,no
mptaskbarrecover.exe,%windir%\MpTaskBarRecover.exe,asr_lua_5.bin,1,Controlled folder access,,no
mrt.exe,%windir%\system32\mrt.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
ms-teams.exe,%programfiles%\WindowsApps\MSTeams_*\ms-teams.exe,asr_lua_20.bin,1,Block Office applications from injecting code into other processes,,no
msaccess.exe,%programfiles(x86)%\Microsoft Office\Office??\MSACCESS.EXE,asr_lua_23.bin,1,Block all Office applications from creating child processes,23356722-c906-4042-943d-cf158e848200;2d7e690e-b8ca-484d-bb19-f3f4d460bebb;3eef301f-b596-4c0b-bd92-013beafce793;5b6f47cc-82e3-4a14-a807-2356e5874779;70823b4b-bb48-4d30-adf4-be67a41e2f65;b96c46d4-a2bf-4e3d-954f-f082b14fe155;fe87d1eb-b138-42e6-bae7-9e4a186319d5,no
msip.executionhost.exe,%programfiles(x86)%\Microsoft Azure Information Protection\MSIP.ExecutionHost.exe,asr_lua_20.bin,1,Block Office applications from injecting code into other processes,,no
msip.executionhost32.exe,%programfiles(x86)%\Microsoft Azure Information Protection\MSIP.ExecutionHost32.exe,asr_lua_20.bin,1,Block Office applications from injecting code into other processes,,no
msrdcwebrtcsvc.exe,%programfiles%\Remote Desktop WebRTC Redirector\MsRdcWebRTCSvc.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
mtxagent.exe,%programfiles%\BMC*\Client Management\Client\bin\mtxagent.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
ndrsetup.exe,%programdata%\Microsoft\Windows Defender Advanced Threat Protection\SenseNDR\NdrSetup.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
ndtrack.exe,%programfiles(x86)%\ManageSoft\Tracker\ndtrack.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
nessus_,"\""?.:\\windows\\system32\\cmd\.exe\""?\s+/c\s+echo\s+nessus_cmd_[^\s=]+=_start\s+>>\s+\""?.:\\windows\\temp\\nessus_",asr_lua_19.bin,1,Block Process Creations originating from PSExec & WMI commands,3216b490-71ee-4a94-b228-13b1c1582e3b,no
netstat.exe,%windir%\system32\NETSTAT.EXE,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
netsupport school,%programfiles(x86)%\NetSupport\NetSupport School,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
niniteagent.exe,%programfiles(x86)%\Ninite Agent\NiniteAgent.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
node.exe,%programfiles%\Adobe\Adobe Creative Cloud Experience\libs\node.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
npsrvhost.exe,%programfiles%\Quest\ChangeAuditor\Agent\NPSrvHost.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
nsd.exe,%programfiles(x86)%\IBM\Notes\nsd.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
ntprint.exe,%windir%\system32\ntprint.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
nvwmi64.exe,%windir%\system32\DriverStore\FileRepository\*\NVWMI\nvWmi64.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
nxpdfcreator.exe,%programfiles%\Nitro\PDF Pro\*\NxPdfCreator.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
nxtsvc.exe,%programfiles%\Nexthink\Collector\Collector\nxtsvc.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
office tools,C:\blp\API\Office Tools,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
omadmclient.exe,%windir%\system32\omadmclient.exe,asr_lua_5.bin,1,Controlled folder access,,no
omeninstallmonitor,%programfiles%\HP\OmenInstallMonitor,asr_lua_5.bin,1,Controlled folder access,,no
oneagentos.exe,%programfiles%\dynatrace\oneagent\agent\lib64\oneagentos.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
oneagentplugin.exe,%programfiles%\dynatrace\oneagent\agent\lib64\oneagentplugin.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
onedrivestandaloneupdater.exe,%programfiles%\Microsoft OneDrive\OneDriveStandaloneUpdater.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
onekey app,%programfiles%\Lenovo\OneKey App,asr_lua_5.bin,1,Controlled folder access,,no
onenotem.exe,%programfiles(x86)%\Microsoft Office\root\Office16\ONENOTEM.EXE,asr_lua_20.bin,1,Block Office applications from injecting code into other processes,,no
openhandlecollector.exe,%programdata%\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\*\OpenHandleCollector.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
openwith.exe,%windir%\syswow64\openwith.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
os recovery tool,%programfiles%\Dell\OS Recovery Tool,asr_lua_5.bin,1,Controlled folder access,,no
osqueryd.exe,%programfiles%\osquery\osqueryd\osqueryd.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
osqueryi.exe,%programfiles(x86)%\Arctic Wolf Networks\Agent\plugins\osquery\osqueryi.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
ossec-agent.exe,%programfiles(x86)%\Arctic Wolf Networks\Agent\ossec-agent.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
otedittray.exe,%programfiles(x86)%\OpenText\Office Editor\OTEditTray.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
outlook.exe,%programfiles(x86)%\Microsoft Office\Office??\OUTLOOK.EXE,asr_lua_24.bin,1,Block Office communication application from creating child processes,,no
overlay,%programfiles%\HP\Overlay,asr_lua_5.bin,1,Controlled folder access,,no
packagedcwalauncher.exe,%windir%\system32\PackagedCWALauncher.exe,asr_lua_5.bin,1,Controlled folder access,,no
pangps.exe,%programfiles%\Palo Alto Networks\GlobalProtect\PanGPS.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
parity.exe,%programfiles(x86)%\Bit9\Parity Agent\Parity.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
pasagent.exe,%programfiles%\CyberArk\Endpoint Privilege Manager\Agent\PASAgent\PASAgent.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
pcaui.exe,%windir%\system32\pcaui.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
pcmanager,%programfiles(x86)%\Lenovo\PCManager,asr_lua_5.bin,1,Controlled folder access,,no
pdfcreator.exe,%programfiles%\PDFCreator\PDFCreator.exe,asr_lua_24.bin,1,Block Office communication application from creating child processes,,no
pdfsam enhanced 7,%programfiles%\PDFsam Enhanced 7,asr_lua_24.bin,1,Block Office communication application from creating child processes,,no
pdfsaver.exe,%programfiles%\Tracker Software\PDF-XChange Standard\pdfSaver.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
pdqdeployrunner-1.exe,%windir%\AdminArsenal\PDQDeployRunner\service-1\PDQDeployRunner-1.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
pdqinventory-scanner-1.exe,%windir%\AdminArsenal\PDQInventory-Scanner\service-1\PDQInventory-Scanner-1.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
photos.exe,%programfiles%\WindowsApps\Microsoft.Windows.Photos_*\Photos.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
pmfexe.exe,%programfiles%\Microsoft Monitoring Agent\Agent\Health Service State\Resources\*\pmfexe.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
policyagent.exe,%programfiles(x86)%\ClassPolicyAgent\PolicyAgent.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
poqexec.exe,%windir%\system32\poqexec.exe,asr_lua_5.bin,1,Controlled folder access,,no
power2go,%programfiles(x86)%\Lenovo\Power2Go,asr_lua_5.bin,1,Controlled folder access,,no
power2go8,%programfiles(x86)%\Acer\Power2Go8,asr_lua_5.bin,1,Controlled folder access,,no
powerdvd12,%programfiles(x86)%\Lenovo\PowerDVD12,asr_lua_5.bin,1,Controlled folder access,,no
powermgr,%systemroot%\System32\Lenovo\PowerMgr,asr_lua_5.bin,1,Controlled folder access,,no
powershell.exe,%systemroot%\system32\windowspowershell\*\powershell.exe,asr_lua_18.bin,1,Use advanced protection against ransomware,,no
ppbragent.exe,%programfiles%\PolicyPak\Browser Router\Client\PPBRAgent.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
printerinstallerclient.exe,%programfiles(x86)%\Printer Properties Pro\Printer Installer Client\PrinterInstallerClient.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
proart creator hub,%programfiles%\ASUS\ProArt Creator Hub,asr_lua_5.bin,1,Controlled folder access,,no
procinfo.exe,%programfiles(x86)%\HP\HP Touchpoint Analytics Client\Provider Data Sources\ProcInfo\ProcInfo.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
prodreactivate.exe,%programfiles%\PTI\FusionPro\ProdReActivate.exe,asr_lua_22.bin,1,Block Adobe Reader from creating child processes,,no
protectorservice64.exe,%programfiles%\Morphisec\bin\ProtectorService64.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
psexesvc.exe,%windir%\PSEXESVC.exe,asr_lua_19.bin,1,Block Process Creations originating from PSExec & WMI commands,3216b490-71ee-4a94-b228-13b1c1582e3b,no
qati.exe,%programfiles(x86)%\Btc\eAudytor\eAgent\Bin\qati.exe,asr_lua_21.bin,1,Block credential stealing from the Windows local security authority subsystem (lsass.exe),,no
qn,"\""?[a-z]:\\windows\\system32\\msiexec\.exe\""?\s+\/x\s+\{[0-9a-f]+\-[0-9a-f]+\-[0-9a-f]+\-[0-9a-f]+\-[0-9a-f]+\}\s+\/q.*\s+\/qn",asr_lua_19.bin,1,Block Process Creations originating from PSExec & WMI commands,3216b490-71ee-4a94-b228-13b1c1582e3b,no
